Immoweb code,Price_1,Price_2,country,region,province,district,locality,postalCode,street,number,box,propertyName,floor,latitude,longitude,Available as of,Available date,Neighbourhood or locality,Construction year,Floor,Number of floors,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Toilets,Basement,Furnished,Terrace surface,Elevator,Accessible for disabled people,TV cable,Visio phone,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Thermic solar panels,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Street frontage width,Covered parking spaces,Basement surface,Monthly charges, 212,null,50.85,4.42,Virtual visit,Dining room,Shower rooms,Intercom,Agent's name,Bedroom 3 surface,Armored door,Property name,Laundry room,Terrace orientation,Caretaker,Common water heater,Living room,Total ground floor buildable,Terrace,Attic,Bedroom 4 surface,Office surface,Office,Secure access / alarm,Dressing room,Surface of the plot,Connection to sewer network,"Gas, water & electricity",Heat pump,Garden,Garden orientation,Conformity certification for fuel tanks, 40,50.83,4.45,Garden surface,Width of the lot on the street, 1,50.52,5.24,E-level (overall energy performance),Professional space,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Type of building,Obligation to build,How many fireplaces?,Number of annexes, 95,4.41,Professional space surface,Attic surface, 202,50.9,3.4, 131,51.35,3.28, 9a,50.84,4.46,Extra information, 8,51.23,4.4, 120,4.47, 72 \\/ 0002,51.22,3.22,Venue of the sale,Single session,Terms of visit,Starting price,Isolated, 37, 5,50.61,3.39,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant, 303,50.68,4.19,Bedroom 5 surface,Land is facing street,Wooded land,Plot at rear,Flat land,Current monthly revenue, 30,51.21,4.25,,50.72,4.51
9737379,Make,199000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Oupeye,4680,Rue de la Wallonie 2A,null,null,null,null,50.71,5.62,After signing the deed,January 31 2022 - 12:00 AM,,1918,,,Good,3,1,Urban,191m²square meters,30m²square meters,USA semi equipped,12m²square meters,2,16m²square meters,16m²square meters,1,2,Yes,No,56m²square meters,No,No,Yes,,No,333kWh/m²kilowatt hour per square meters,D,20201023007468,82 kg CO₂/m²,45069 kWh/year,,Fuel oil,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 199,000Make an offer starting from199000 €","€ 1,0281028 €",Yes,Rue de la Wallonie 2A4680- Oupeye,http://www.nigel-immo.be,4615004,7 m,,,,,,,,Link to the virtual visit,,1,,,,,,,,,,,95m²square meters,,,,,,Yes,,305m²square meters,Connected,Yes,,,,,,,,100m²square meters,9 mmeters,,,,,,,,,,,,,,,,,83m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9768237,Make,199000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Oupeye,4680,Rue de la Wallonie 2A,null,null,null,null,50.71,5.62,Depending on the tenant,March 1 2022 - 12:00 AM,Oupeye,1963,,,Good,4,1,Isolated,111m²square meters,22m²square meters,Semi equipped,5m²square meters,3,15m²square meters,10m²square meters,1,2,,Yes,63m²square meters,No,No,Yes,,No,460kWh/m²kilowatt hour per square meters,F,20220211002418,114 kg CO₂/m²,70019 kWh/year,,Fuel oil,,Yes,Yes,No,No,No,Non flood zone,Residential park,"Make an offer starting from€ 199,000Make an offer starting from199000 €",€ 892892 €,No,Rue de la Wallonie 2A4680- Oupeye,http://www.nigel-immo.be,4633594,8 m,1,,,,,,,Link to the virtual visit,Yes,1,Yes,,8m²square meters,,,,,,,,88m²square meters,,,,8m²square meters,Yes,,,652m²square meters,Connected,Yes,,,,,,,,536m²square meters,8 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098942,"€210,000",210000€,Belgium,null,Li\\u00e8ge,Huy,Huy,4500,Chauss\\u00e9e Napol\\u00e9on 3,null,null,null,null,50.52,5.24,After signing the deed,July 28 2022 - 12:00 AM,,1874,,,To renovate,2,,Urban,135m²square meters,38m²square meters,Not installed,,3,27m²square meters,10m²square meters,2,2,,No,,,,,,,168kWh/m²kilowatt hour per square meters,B,20220714024184,31 kg CO₂/m²,24322 kWh/year,,Gas,,,Yes,,,,,Mixed living area (accommodation &amp; economic activities),"€ 210,000210000 €","€ 1,2171217 €",Yes,Chaussée Napoléon 34500- Huy,http://www.labelimmo.be,4903518,3.82 m,,36m²square meters,,,,,,Link to the virtual visit,,,,,9m²square meters,,,,,,,,36m²square meters,Yes,,,,,,,1020m²square meters,Connected,Yes,,,,,,,,64m²square meters,,,,,,,,,,,,,,,,,,36m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067823,Make,215000€,Belgium,null,Luxembourg,Marche-en-Famenne,Hotton,6990,Rue Simon 46\\/2,null,null,null,null,50.27,5.45,To be defined,December 1 2022 - 12:00 AM,,1850,,,Good,3,3,Isolated,196m²square meters,26m²square meters,Installed,18m²square meters,5,17m²square meters,13m²square meters,1,2,,No,25m²square meters,No,,Yes,,No,688kWh/m²kilowatt hour per square meters,G,20160822019789,171 kg CO₂/m²,134445 kWh/year,,Fuel oil,,Yes,Yes,No,No,,Recognized flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 215,000Make an offer starting from215000 €",€ 672672 €,No,Rue Simon 46/26990- Hotton,http://www.picardimmo.be,4809199,13 m,1,,,,,,,,Yes,1,,,15m²square meters,,,,,,,,194m²square meters,,,12m²square meters,,,Yes,,899m²square meters,Not connected,No,,,,,,,,705m²square meters,19 mmeters,,,,,,,,,,,,,,,,,,72m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19m²square meters,,,,,,,,,,,
8018096,"€216,804",227364€,Belgium,null,Hainaut,Tournai,Tournai,7500,Boulevard  Lalaing 1,null,null,null,null,50.6,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,,,,,,,No,BoulevardLalaing 17500- Tournai,http://www.immo123.info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101773,Make,220000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Oupeye,4680,Rue de la Wallonie 2A,null,null,null,null,50.71,5.62,To be defined,November 30 2022 - 12:00 AM,Liège environs,1951,,,Just renovated,2,1,Isolated,90m²square meters,28m²square meters,USA hyper equipped,16m²square meters,2,19m²square meters,10m²square meters,1,1,Yes,No,22m²square meters,No,No,Yes,,No,338kWh/m²kilowatt hour per square meters,D,20191003001474,7 kg CO₂/m²,26998 kWh/year,,Fuel oil,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 220,000Make an offer starting from220000 €",€ 686686 €,No,Rue de la Wallonie 2A4680- Oupeye,http://www.nigel-immo.be,4894934,7 m,,,,,,,,Link to the virtual visit,,1,,,,,,,,,,,90m²square meters,,,,10m²square meters,Yes,,,143m²square meters,Connected,No,,,,,,,,,7 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008305,"€225,000",225000€,Belgium,null,East Flanders,Oudenaarde,Ronse ,9600,Stationstraat 30,null,null,null,null,50.74,3.6,After signing the deed,October 5 2022 - 12:00 AM,,1948,,,As new,2,,"Living area (residential, urban or rural)",169m²square meters,14m²square meters,Installed,12m²square meters,4,14m²square meters,11m²square meters,1,1,,No,25m²square meters,No,No,Yes,,No,141kWh/m²kilowatt hour per square meters,B,20221003-0002687645-RES-1,4558 kg CO₂/m²,Not specified,"Yes, conform",Gas,,Yes,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 225,000225000 €",€ 739739 €,No,Stationstraat 309600- Ronse,,4812966,5 m,,,,,,,,,Yes,,,,11m²square meters,,,,,,,,80m²square meters,,Yes,19m²square meters,,,,,190m²square meters,Connected,Yes,,,,,,,,85m²square meters,5 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126151,"€225,000",225000€,Belgium,null,East Flanders,Oudenaarde,Ronse ,9600,Stationstraat 30,null,null,null,null,50.74,3.6,After signing the deed,December 15 2022 - 12:00 AM,,1915,,,To be done up,2,,Urban,194m²square meters,22m²square meters,Semi equipped,20m²square meters,4,12m²square meters,14m²square meters,1,2,,No,14m²square meters,No,No,Yes,,No,588kWh/m²kilowatt hour per square meters,F,2675745,9889 kg CO₂/m²,Not specified,No,Gas,,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 225,000225000 €",€ 656656 €,No,Stationstraat 309600- Ronse,,4904975,7 m,1,,,,,,,,,,,,14m²square meters,,,,,,,,86m²square meters,,Yes,13m²square meters,,,,,100m²square meters,Connected,Yes,,,,,,,,,7 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941464,Make,229000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Oupeye,4680,Rue de la Wallonie 2A,null,null,null,null,50.71,5.62,To be defined,March 1 2023 - 12:00 AM,,1919,,,To be done up,2,,"Living area (residential, urban or rural)",159m²square meters,37m²square meters,Semi equipped,17m²square meters,4,18m²square meters,17m²square meters,2,2,Yes,No,48m²square meters,No,No,Yes,,No,504kWh/m²kilowatt hour per square meters,F,20220515005453,126 kg CO₂/m²,65826 kWh/year,,Gas,,Yes,,No,No,No,Non flood zone,Residential park,"Make an offer starting from€ 229,000Make an offer starting from229000 €",€ 743743 €,No,Rue de la Wallonie 2A4680- Oupeye,http://www.nigel-immo.be,4746929,9 m,1,,,,,,,Link to the virtual visit,,2,Yes,,14m²square meters,,,,,,,,190m²square meters,,Yes,13m²square meters,,Yes,,,417m²square meters,Connected,Yes,,,,,,,,251m²square meters,9 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9813825,Make,229000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Oupeye,4680,Rue de la Wallonie 2A,null,null,null,null,50.71,5.62,To be defined,June 1 2022 - 12:00 AM,Liège environs,1939,,,Good,2,,"Living area (residential, urban or rural)",150m²square meters,15m²square meters,Semi equipped,12m²square meters,4,23m²square meters,15m²square meters,1,2,Yes,Yes,46m²square meters,No,No,Yes,,No,286kWh/m²kilowatt hour per square meters,D,20220317004846,56 kg CO₂/m²,51500 kWh/year,,Gas,,Yes,,No,No,No,Non flood zone,Residential park,"Make an offer starting from€ 229,000Make an offer starting from229000 €",€ 830830 €,No,Rue de la Wallonie 2A4680- Oupeye,http://www.nigel-immo.be,4679084,7 m,,,,,,,,Link to the virtual visit,Yes,1,,,15m²square meters,,,,,,,,79m²square meters,,Yes,14m²square meters,5m²square meters,Yes,,,242m²square meters,Connected,Yes,,,,,,,,164m²square meters,7 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9362082,"€239,000",239000€,Belgium,null,Flemish Brabant,Leuven,Leuven,3000,Vismarkt 10 c,null,null,null,null,50.88,4.7,After signing the deed,,,1932,,,Just renovated,2,,,112m²square meters,17m²square meters,Installed,12m²square meters,3,12m²square meters,11m²square meters,1,1,Yes,No,16m²square meters,,,,,,232kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,,Yes,,,,,,,"€ 239,000239000 €",€ 275275 €,No,Vismarkt 10 c3000- Leuven,http://www.immo-time.be,2452 - 2991841,9 m,,,,,,,,,,,,,9m²square meters,,,,,,,,,,,9m²square meters,,,,,195m²square meters,,,,,South,,,,,130m²square meters,9 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071796,Make,239000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Ans,4430,Rue de l'Yser 425,null,null,null,null,50.66,5.51,After signing the deed,,,1952,,,Good,4,,Urban,92m²square meters,26m²square meters,Installed,10m²square meters,3,9m²square meters,13m²square meters,1,2,,No,,,,,,,738kWh/m²kilowatt hour per square meters,G,20220609010113,1285 kg CO₂/m²,74070 kWh/year,,Pellet,,,,No,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 239,000Make an offer starting from239000 €",€ 633633 €,No,Rue de l'Yser 4254430- Ans,http://www.labelimmo.be,4890908,9.6 m,1,64m²square meters,,,,,,Link to the virtual visit,,1,,,13m²square meters,,,,,,,,82m²square meters,Yes,,,,,,,309m²square meters,Connected,No,,,,,,,,195m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869852,Make,245000€,Belgium,null,Brussels,Brussels,Woluwe-St-Lambert,1200,Avenue des Cerisiers,,,,,,,August 31 2023 - 12:00 AM,1975,,Good,,,12 m,1,Isolated,100m²square meters,31m²square meters,Yes,12m²square meters,3,9m²square meters,12m²square meters,12m²square meters,1,Yes,,1373m²square meters,531kWh/m²kilowatt hour per square meters,,,,,,G,Not specified,77 kg CO₂/m²,54865 kWh/year,Electric,,"Make an offer starting from€ 245,000Make an offer starting from245000 €",,,,,,,,,€ 671671 €,No,"Avenue des Cerisiers, 2121200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4732026,,4,3,,,number,latitude,longitude,Depending on the tenant,,Semi equipped,1,,,1,,,,,,,,,,No,,,,,,Connected,No,12m²square meters,,,,,,,,50m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081752,"€245,000",245000€,Belgium,null,East Flanders,Oudenaarde,Ronse ,9600,Stationstraat 30,null,null,null,null,50.74,3.6,After signing the deed,November 14 2022 - 12:00 AM,,1958,,,To be done up,2,,Isolated,172m²square meters,,Semi equipped,,3,6m²square meters,12m²square meters,1,1,Yes,No,,No,Yes,Yes,,No,296kWh/m²kilowatt hour per square meters,C,2610734,7182 kg CO₂/m²,Not specified,No,Gas,,Yes,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 245,000245000 €",€ 743743 €,No,Stationstraat 309600- Ronse,,4895513,6 m,1,,,,,,,,,,,,22m²square meters,,,,,,,,65m²square meters,,Yes,,,Yes,,,169m²square meters,Connected,Yes,,,,,,,,104m²square meters,6 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9613290,Make,249000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Oupeye,4680,Rue de la Wallonie 2A,null,null,null,null,50.71,5.62,After signing the deed,November 1 2021 - 12:00 AM,Liège environs,1831,,,To be done up,2,,Urban,252m²square meters,21m²square meters,Not installed,21m²square meters,6,20m²square meters,20m²square meters,2,3,Yes,No,49m²square meters,No,No,,Yes,No,290kWh/m²kilowatt hour per square meters,D,20211105016788,72 kg CO₂/m²,91854 kWh/year,,Fuel oil,,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 249,000Make an offer starting from249000 €",€ 984984 €,No,Rue de la Wallonie 2A4680- Oupeye,http://www.nigel-immo.be,4536589,11 m,,,,,,,,Link to the virtual visit,Yes,1,,,18m²square meters,,,,,,,,143m²square meters,,Yes,15m²square meters,15m²square meters,Yes,,,910m²square meters,Connected,No,,,,,,,,653m²square meters,11 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13m²square meters,,,,,,,,,,,
10162186,"€455,500",455500€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,,2,As new,3,1,"Living area (residential, urban or rural)",140m²square meters,,Hyper equipped,,3,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 455,500455500 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162185,"€405,000",405000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,1,2,As new,3,1,"Living area (residential, urban or rural)",114m²square meters,,Hyper equipped,,2,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 405,000405000 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162184,"€405,000",405000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,1,2,As new,3,1,Urban,114m²square meters,,Hyper equipped,,2,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 405,000405000 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162183,"€556,900",556900€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,2,2,As new,3,1,"Living area (residential, urban or rural)",102m²square meters,,Hyper equipped,,2,,,1,,,No,29m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 556,900556900 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
